"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SOCS4",1.86729280784902e-56,0.68747353595007,0.36,0.13,3.45299786027441e-52
"CYBB",2.1583589388027e-56,0.420404200559725,0.983,0.742,3.99123734963395e-52
"TRAF3IP1",2.41675999946943e-56,0.978001751734733,0.271,0.085,4.46907259101888e-52
"ZNF565",2.88149654600826e-56,1.66174957757172,0.182,0.043,5.32846341287847e-52
"ANKMY1",3.1672415254807e-56,1.33327881145067,0.207,0.055,5.85686302891892e-52
"MAK",3.40174105622341e-56,2.31497337978357,0.139,0.026,6.29049956116833e-52
"HRH2",3.40452902198454e-56,0.542589553195361,0.535,0.23,6.29565506745382e-52
"LINC01473",3.62260435415467e-56,0.940468659973507,0.303,0.103,6.69891997170282e-52
"ARHGEF10L",3.95212694845276e-56,0.475394476268607,0.687,0.314,7.30827315307884e-52
"EDNRB",4.03960681618788e-56,0.723909257696149,0.466,0.195,7.47004092449463e-52
"PSMB7",4.25341621738503e-56,-0.744404760615392,0.796,0.724,7.8654172691884e-52
"GNB1",4.25579361638347e-56,0.511934454623262,0.974,0.634,7.86981355541631e-52
"CCDC6",4.3843059119438e-56,0.464074805817753,0.614,0.268,8.10745849236648e-52
"INPP5F",5.02338845810159e-56,0.798760008717966,0.358,0.131,9.28924993672147e-52
"TASP1",5.12971203156886e-56,1.19489703220261,0.28,0.091,9.48586348877714e-52
"TRIM23",5.17750757092653e-56,0.743947870369435,0.278,0.088,9.57424700015734e-52
"STARD9",5.20326976224007e-56,1.04331516391691,0.256,0.078,9.62188644433433e-52
"GRAPL",5.43820733263704e-56,1.65383839838113,0.169,0.038,1.00563329995124e-51
"GOLGA4",5.77383269796852e-56,0.470586250585667,0.983,0.691,1.06769714250834e-51
"MECP2",6.35215043513439e-56,0.470633061727554,0.555,0.24,1.17463965846505e-51
"NUDCD3",6.94527804967534e-56,0.494231792713179,0.587,0.259,1.28432081694596e-51
"CTNND1",7.04348867864013e-56,0.577971240856044,0.869,0.463,1.30248192645413e-51
"CLYBL",7.08258029143727e-56,0.987673835442046,0.251,0.075,1.30971074749258e-51
"TBC1D12",7.2077493154961e-56,0.533129381365108,0.555,0.242,1.33285700342154e-51
"RBL2",7.31262731043081e-56,0.599378379233443,0.464,0.19,1.35225104224487e-51
"UBN2",7.55033058126988e-56,0.565887677094794,0.394,0.15,1.39620713108843e-51
"NT5DC1",8.28129133731832e-56,0.61578057404173,0.678,0.324,1.5313763940969e-51
"PTPRO",8.82835018757374e-56,0.451341296947473,0.677,0.304,1.63253851668614e-51
"BORCS8",9.18997467372941e-56,-7.60068592806442,0.001,0.222,1.69941011666604e-51
