"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"TMPO-AS1",3.8683423444004e-05,-0.657851525309163,0.012,0.022,0.77134746347344,"TMPO-AS1"
"CCNG2",3.86940042978752e-05,0.340093850511674,0.328,0.29,0.771558445699631,"CCNG2"
"ZNF266",3.88070151850049e-05,0.338266435994399,0.091,0.068,0.773811882788998,"ZNF266"
"RANBP3",3.89381140691417e-05,-0.280103328170984,0.124,0.148,0.776425994538685,"RANBP3"
"THAP9-AS1",3.89622673534092e-05,-0.370346979283787,0.11,0.135,0.776907611026978,"THAP9-AS1"
"ADAM17",3.95559518719055e-05,0.290220974831605,0.259,0.221,0.788745680325796,"ADAM17"
"MB21D2",3.977620461378e-05,0.429092275086281,0.031,0.018,0.793137519998773,"MB21D2"
"ZNF611",3.99463931494372e-05,0.395627941960101,0.088,0.065,0.796531079399779,"ZNF611"
"SMCR8",4.04978234830952e-05,0.410041274550144,0.129,0.102,0.807526600252918,"SMCR8"
"FBN1",4.07458348876986e-05,1.04159535093713,0.091,0.07,0.81247194766071,"FBN1"
"PRR19",4.07969615122624e-05,0.923823025680067,0.012,0.004,0.813491412554512,"PRR19"
"TRMT61A",4.09691820557112e-05,-0.467691325837515,0.039,0.056,0.816925490190882,"TRMT61A"
"ZNF708",4.1017604147064e-05,0.282486210126708,0.103,0.078,0.817891026692457,"ZNF708"
"CCDC47",4.11721579961183e-05,0.387560331905336,0.347,0.311,0.820972830442598,"CCDC47"
"LENG9",4.13741537035108e-05,-0.755570591476379,0.017,0.029,0.825000624848005,"LENG9"
"PDIK1L",4.16782346415603e-05,0.493213486629965,0.097,0.073,0.831063998752711,"PDIK1L"
"TXNL4B",4.17542503787288e-05,-0.38445384294288,0.051,0.069,0.832579752551852,"TXNL4B"
"STRIP2",4.19593918153721e-05,-1.30784236081672,0.004,0.012,0.836670272798519,"STRIP2"
"LINC02550",4.24449060853645e-05,1.30560723640473,0.016,0.007,0.846351427342168,"LINC02550"
"MED17",4.26440225329419e-05,0.346568814600142,0.087,0.064,0.850321809306861,"MED17"
"CHKB",4.32119099407978e-05,0.362032387904037,0.127,0.099,0.861645484219509,"CHKB"
"LSS",4.33979103121906e-05,-0.393061161899799,0.037,0.054,0.865354331625081,"LSS"
"KDM1B",4.34153209899552e-05,0.524571467731084,0.104,0.08,0.865701500539706,"KDM1B"
"PPFIBP2",4.37476520273004e-05,0.409648851165577,0.087,0.065,0.87232818142437,"PPFIBP2"
"ANKRD34B",4.3858805252529e-05,1.07959850708798,0.014,0.006,0.874544576735428,"ANKRD34B"
"FOXRED1",4.47669822839775e-05,-0.441816641602869,0.088,0.11,0.892653626742511,"FOXRED1"
"SCLY",4.4972372469344e-05,-0.456255231871388,0.024,0.038,0.896749107038719,"SCLY"
"ZNF530",4.52037293140161e-05,-0.737623810403588,0.008,0.016,0.901362362521481,"ZNF530"
"NBPF26",4.55593784495848e-05,0.595390088640929,0.037,0.023,0.908454006284721,"NBPF26"
"AMOTL1",4.63117155484076e-05,-0.575157669821829,0.016,0.027,0.923455608035247,"AMOTL1"
"BRD8",4.67713459442993e-05,0.324512760482505,0.144,0.115,0.932620638129328,"BRD8"
"CDC42BPB",4.76253400443579e-05,0.292571137649084,0.176,0.144,0.949649280484496,"CDC42BPB"
"DCAF1",4.76453035042141e-05,0.433882483835519,0.118,0.092,0.950047351874029,"DCAF1"
"CREBZF",4.76574403498358e-05,0.268450960924288,0.159,0.127,0.950289360575727,"CREBZF"
"STARD4-AS1",4.79733834962899e-05,0.929723544793827,0.021,0.01,0.956589266916021,"STARD4-AS1"
"FST",4.80009593021546e-05,-0.977578971830451,0.004,0.011,0.957139128484962,"FST"
"PROS1",4.81346668202423e-05,0.321655338687477,0.284,0.243,0.959805256395631,"PROS1"
"ARMC7",4.81991518271243e-05,-0.503338045644745,0.057,0.076,0.961091087432858,"ARMC7"
"GAS6-DT",4.84199375009885e-05,-1.19728517753241,0.008,0.017,0.965493553769711,"GAS6-DT"
"OLR1",4.85613792384393e-05,-0.270560052038444,0.029,0.043,0.968313902014479,"OLR1"
